"Ano","Municipio_COD-IBGE","Municipio_Nome","UF","Quantidade_Acidentes_com_CAT_Tipicos","Quantidade_Acidentes_com_CAT_Trajeto","Quantidade_Acidentes_com_CAT_Doenca_Profissional","Quantidade_Obitos","Quantidade_Acidentes_Sem_CAT"
2009,320400,"PANCAS","ES",5,1,0,0,0
2009,320405,"PEDRO CANARIO","ES",264,12,13,1,0
2009,320410,"PINHEIROS","ES",15,8,2,1,0
2009,320420,"PIUMA","ES",11,0,0,0,0
2009,320425,"PONTO BELO","ES",1,1,0,0,0
2009,320430,"PRESIDENTE KENNEDY","ES",2,1,0,0,0
2009,320435,"RIO BANANAL","ES",10,5,0,0,0
2009,320440,"RIO NOVO DO SUL","ES",9,2,0,0,0
2009,320450,"SANTA LEOPOLDINA","ES",5,0,1,0,0
2009,320455,"SANTA MARIA DE JETIBA","ES",18,8,3,1,0
2009,320460,"SANTA TERESA","ES",80,14,0,0,59
2009,320465,"SAO DOMINGOS DO NORTE","ES",8,1,0,0,0
2009,320470,"SAO GABRIEL DA PALHA","ES",17,3,1,0,0
2009,320480,"SAO JOSE DO CALCADO","ES",7,0,0,0,0
2009,320490,"SAO MATEUS","ES",279,54,4,3,177
2009,320495,"SAO ROQUE DO CANAA","ES",24,3,0,1,0
2009,320500,"SERRA","ES",1561,278,39,11,300
2009,320501,"SOORETAMA","ES",74,7,0,0,0
2009,320503,"VARGEM ALTA","ES",28,6,0,1,0
2009,320506,"VENDA NOVA DO IMIGRANTE","ES",16,7,0,0,0
2009,320510,"VIANA","ES",102,19,3,3,0
2009,320515,"VILA PAVAO","ES",9,1,0,1,0
2009,320517,"VILA VALERIO","ES",6,2,0,0,0
2009,320520,"VILA VELHA","ES",1165,309,30,6,240
2009,320530,"VITORIA","ES",2235,421,61,11,189
2009,330000,"IGNORADO RIO DE JANEIRO","RJ",17,17,0,0,9
2009,330010,"ANGRA DOS REIS","RJ",903,87,53,2,118
2009,330015,"APERIBE","RJ",3,1,0,0,0
2009,330020,"ARARUAMA","RJ",78,19,4,1,122
2009,330022,"AREAL","RJ",21,4,0,0,0
2009,330023,"ARMACAO DOS BUZIOS","RJ",31,6,4,0,0
2009,330025,"ARRAIAL DO CABO","RJ",2,0,0,0,7
2009,330030,"BARRA DO PIRAI","RJ",209,41,10,2,32
2009,330040,"BARRA MANSA","RJ",346,86,20,9,150
2009,330045,"BELFORD ROXO","RJ",205,64,11,1,1
2009,330050,"BOM JARDIM","RJ",22,3,0,0,4
2009,330060,"BOM JESUS DO ITABAPOANA","RJ",17,4,3,0,81
2009,330070,"CABO FRIO","RJ",101,40,12,1,83
2009,330080,"CACHOEIRAS DE MACACU","RJ",143,6,1,1,21
2009,330090,"CAMBUCI","RJ",11,0,0,0,4
2009,330093,"CARAPEBUS","RJ",3,1,0,0,0
2009,330095,"COMENDADOR LEVY GASPARIAN","RJ",29,4,8,0,0
2009,330100,"CAMPOS DOS GOYTACAZES","RJ",754,190,49,4,430
2009,330110,"CANTAGALO","RJ",44,1,2,2,32
2009,330115,"CARDOSO MOREIRA","RJ",1,2,0,0,13
2009,330120,"CARMO","RJ",9,1,1,0,0
2009,330130,"CASIMIRO DE ABREU","RJ",53,20,3,0,105
2009,330140,"CONCEICAO DE MACABU","RJ",9,3,0,1,0
2009,330150,"CORDEIRO","RJ",22,9,0,0,4
2009,330160,"DUAS BARRAS","RJ",4,1,0,0,0
2009,330170,"DUQUE DE CAXIAS","RJ",1241,330,129,5,531
2009,330180,"ENGENHEIRO PAULO DE FRONTIN","RJ",7,6,3,0,0
2009,330185,"GUAPIMIRIM","RJ",16,6,1,1,0
2009,330187,"IGUABA GRANDE","RJ",8,3,0,0,0
2009,330190,"ITABORAI","RJ",212,49,12,3,59
2009,330200,"ITAGUAI","RJ",224,50,3,2,108
2009,330205,"ITALVA","RJ",7,2,1,0,23
2009,330210,"ITAOCARA","RJ",10,1,1,0,56
2009,330220,"ITAPERUNA","RJ",106,17,14,0,133
2009,330225,"ITATIAIA","RJ",74,7,14,0,5
2009,330227,"JAPERI","RJ",24,7,3,0,32
2009,330230,"LAJE DO MURIAE","RJ",2,0,0,0,0
2009,330240,"MACAE","RJ",1601,239,104,6,259
2009,330245,"MACUCO","RJ",1,1,0,0,0
2009,330250,"MAGE","RJ",213,50,12,1,141
2009,330260,"MANGARATIBA","RJ",76,14,0,1,0
2009,330270,"MARICA","RJ",57,21,7,2,46
2009,330280,"MENDES","RJ",14,6,0,0,16
2009,330285,"MESQUITA","RJ",51,15,3,0,140
2009,330290,"MIGUEL PEREIRA","RJ",25,7,0,0,5
2009,330300,"MIRACEMA","RJ",13,1,2,1,54
2009,330310,"NATIVIDADE","RJ",2,0,0,0,54
2009,330320,"NILOPOLIS","RJ",59,23,10,1,380
2009,330330,"NITEROI","RJ",1044,266,104,9,543
2009,330340,"NOVA FRIBURGO","RJ",329,81,20,0,21
2009,330350,"NOVA IGUACU","RJ",736,196,63,0,229
2009,330360,"PARACAMBI","RJ",16,10,0,0,13
2009,330370,"PARAIBA DO SUL","RJ",57,9,2,0,31
2009,330380,"PARATI","RJ",30,4,1,3,41
2009,330385,"PATY DO ALFERES","RJ",24,2,1,1,0
2009,330390,"PETROPOLIS","RJ",525,143,10,4,174
2009,330395,"PINHEIRAL","RJ",17,3,3,1,0
2009,330400,"PIRAI","RJ",106,15,4,1,13
2009,330410,"PORCIUNCULA","RJ",5,4,1,0,35
2009,330411,"PORTO REAL","RJ",208,40,8,1,1
2009,330412,"QUATIS","RJ",5,2,0,0,0
2009,330414,"QUEIMADOS","RJ",119,23,8,0,13
2009,330415,"QUISSAMA","RJ",27,5,1,0,0
2009,330420,"RESENDE","RJ",506,44,22,3,50
2009,330430,"RIO BONITO","RJ",113,28,2,1,45
2009,330440,"RIO CLARO","RJ",12,4,0,0,0
2009,330450,"RIO DAS FLORES","RJ",13,2,0,0,0
2009,330452,"RIO DAS OSTRAS","RJ",97,54,5,0,0
2009,330455,"RIO DE JANEIRO","RJ",14806,4401,1545,50,4403
2009,330460,"SANTA MARIA MADALENA","RJ",3,1,0,0,0
2009,330470,"SANTO ANTONIO DE PADUA","RJ",53,12,0,1,32
2009,330475,"SAO FRANCISCO DE ITABAPOANA","RJ",15,1,0,1,0
2009,330480,"SAO FIDELIS","RJ",13,3,1,0,27
2009,330490,"SAO GONCALO","RJ",800,210,72,4,605
2009,330500,"SAO JOAO DA BARRA","RJ",24,8,2,1,16
2009,330510,"SAO JOAO DE MERITI","RJ",263,75,32,2,437
2009,330513,"SAO JOSE DE UBA","RJ",1,0,1,0,0
2009,330515,"SAO JOSE DO VALE DO RIO PRETO","RJ",5,0,0,0,19
2009,330520,"SAO PEDRO DA ALDEIA","RJ",25,14,6,0,48
2009,330530,"SAO SEBASTIAO DO ALTO","RJ",7,2,0,1,0
2009,330540,"SAPUCAIA","RJ",42,11,1,3,5
2009,330550,"SAQUAREMA","RJ",29,9,3,1,33
2009,330555,"SEROPEDICA","RJ",61,11,5,0,0
2009,330560,"SILVA JARDIM","RJ",15,15,0,1,0
2009,330570,"SUMIDOURO","RJ",5,3,0,0,0
2009,330575,"TANGUA","RJ",19,6,1,1,0
2009,330580,"TERESOPOLIS","RJ",216,48,3,3,102
2009,330590,"TRAJANO DE MORAIS","RJ",5,0,0,0,0
2009,330600,"TRES RIOS","RJ",390,38,9,3,29
2009,330610,"VALENCA","RJ",38,15,0,2,28
2009,330615,"VARRE-SAI","RJ",2,0,0,0,0
2009,330620,"VASSOURAS","RJ",51,10,0,1,9
2009,330630,"VOLTA REDONDA","RJ",791,196,183,4,391
2009,350000,"IGNORADO SAO PAULO","SP",25,11,0,1,307
2009,350010,"ADAMANTINA","SP",117,16,5,0,221
2009,350020,"ADOLFO","SP",18,1,0,0,0
2009,350030,"AGUAI","SP",36,6,1,1,0
2009,350040,"AGUAS DA PRATA","SP",9,4,0,0,0
2009,350050,"AGUAS DE LINDOIA","SP",30,17,0,1,0
2009,350055,"AGUAS DE SANTA BARBARA","SP",14,2,0,1,0
2009,350060,"AGUAS DE SAO PEDRO","SP",10,5,0,0,0
2009,350070,"AGUDOS","SP",107,9,2,0,0
2009,350075,"ALAMBARI","SP",4,0,0,0,0
2009,350080,"ALFREDO MARCONDES","SP",3,0,1,0,0
2009,350090,"ALTAIR","SP",14,0,0,0,0
2009,350100,"ALTINOPOLIS","SP",64,11,0,1,0
2009,350110,"ALTO ALEGRE","SP",7,0,0,0,0
2009,350115,"ALUMINIO","SP",57,9,0,1,0
2009,350120,"ALVARES FLORENCE","SP",9,4,0,0,0
2009,350130,"ALVARES MACHADO","SP",17,8,1,0,0
2009,350140,"ALVARO DE CARVALHO","SP",2,0,0,0,0
2009,350150,"ALVINLANDIA","SP",3,0,0,0,0
2009,350160,"AMERICANA","SP",1423,332,17,7,128
2009,350170,"AMERICO BRASILIENSE","SP",127,9,2,0,0
2009,350180,"AMERICO DE CAMPOS","SP",11,1,0,0,0
2009,350190,"AMPARO","SP",380,95,40,0,252
2009,350200,"ANALANDIA","SP",25,2,0,0,0
2009,350210,"ANDRADINA","SP",221,53,2,2,30
2009,350220,"ANGATUBA","SP",37,3,0,1,0
2009,350230,"ANHEMBI","SP",15,1,3,1,0
2009,350240,"ANHUMAS","SP",9,6,0,0,0
2009,350250,"APARECIDA","SP",224,42,1,1,32
2009,350260,"APARECIDA D OESTE","SP",11,1,0,0,0
2009,350270,"APIAI","SP",27,5,0,0,0
2009,350275,"ARACARIGUAMA","SP",153,16,3,0,0
2009,350280,"ARACATUBA","SP",713,281,13,2,107
2009,350290,"ARACOIABA DA SERRA","SP",42,10,0,0,0
2009,350300,"ARAMINA","SP",3,0,0,0,0
2009,350310,"ARANDU","SP",11,1,0,1,0
2009,350315,"ARAPEI","SP",4,1,0,0,0
2009,350320,"ARARAQUARA","SP",1204,239,12,9,685
2009,350330,"ARARAS","SP",785,206,4,6,116
2009,350335,"ARCO-IRIS","SP",4,0,0,0,0
2009,350340,"AREALVA","SP",30,1,0,0,0
2009,350350,"AREIAS","SP",3,1,0,0,0
2009,350360,"AREIOPOLIS","SP",17,0,0,0,0
2009,350370,"ARIRANHA","SP",29,0,0,0,0
2009,350380,"ARTUR NOGUEIRA","SP",89,49,0,1,0
2009,350390,"ARUJA","SP",252,45,8,3,0
2009,350395,"ASPASIA","SP",1,0,0,0,0
2009,350400,"ASSIS","SP",158,52,4,3,100
2009,350410,"ATIBAIA","SP",732,157,10,5,43
2009,350420,"AURIFLAMA","SP",9,2,0,0,0
2009,350430,"AVAI","SP",11,1,0,0,0
2009,350440,"AVANHANDAVA","SP",23,3,0,0,0
2009,350450,"AVARE","SP",121,28,6,1,415
2009,350460,"BADY BASSITT","SP",56,9,1,1,0
2009,350470,"BALBINOS","SP",1,0,0,0,0
2009,350480,"BALSAMO","SP",20,2,0,1,0
2009,350490,"BANANAL","SP",12,0,0,1,0
2009,350510,"BARBOSA","SP",12,0,0,0,0
2009,350520,"BARIRI","SP",320,10,0,2,0
2009,350530,"BARRA BONITA","SP",125,55,0,0,0
2009,350540,"BARRA DO TURVO","SP",6,4,0,1,0
2009,350550,"BARRETOS","SP",362,41,2,1,345
2009,350560,"BARRINHA","SP",12,6,0,0,0
2009,350570,"BARUERI","SP",1571,344,78,22,457
2009,350580,"BASTOS","SP",69,13,1,0,0
2009,350590,"BATATAIS","SP",460,60,3,1,61
2009,350600,"BAURU","SP",1726,368,54,2,149
2009,350610,"BEBEDOURO","SP",209,44,1,0,279
2009,350620,"BENTO DE ABREU","SP",11,0,0,0,0
2009,350630,"BERNARDINO DE CAMPOS","SP",53,2,1,0,0
2009,350635,"BERTIOGA","SP",94,30,1,1,0
2009,350640,"BILAC","SP",5,1,0,0,0
2009,350650,"BIRIGUI","SP",186,101,15,1,224
2009,350660,"BIRITIBA-MIRIM","SP",17,2,1,0,0
2009,350670,"BOA ESPERANCA DO SUL","SP",38,0,0,0,0
2009,350680,"BOCAINA","SP",26,0,1,1,0
2009,350690,"BOFETE","SP",11,1,1,0,0
2009,350700,"BOITUVA","SP",202,25,0,0,145
2009,350710,"BOM JESUS DOS PERDOES","SP",46,8,0,4,0
2009,350715,"BOM SUCESSO DE ITARARE","SP",8,3,0,0,0
2009,350720,"BORA","SP",42,1,0,0,0
2009,350730,"BORACEIA","SP",11,3,1,0,0
2009,350740,"BORBOREMA","SP",48,10,0,0,0
2009,350745,"BOREBI","SP",45,4,0,0,0
2009,350750,"BOTUCATU","SP",973,73,44,1,221
2009,350760,"BRAGANCA PAULISTA","SP",749,168,5,4,128
2009,350770,"BRAUNA","SP",6,3,0,0,0
2009,350775,"BREJO ALEGRE","SP",33,0,0,1,0
2009,350780,"BRODOWSKI","SP",37,6,0,0,0
2009,350790,"BROTAS","SP",222,6,0,0,0
2009,350800,"BURI","SP",29,0,0,0,0
2009,350810,"BURITAMA","SP",16,3,0,1,0
2009,350820,"BURITIZAL","SP",69,4,0,1,0
2009,350830,"CABRALIA PAULISTA","SP",15,2,1,1,0
2009,350840,"CABREUVA","SP",177,14,5,0,0
2009,350850,"CACAPAVA","SP",487,71,10,2,95
2009,350860,"CACHOEIRA PAULISTA","SP",75,26,1,0,30
2009,350870,"CACONDE","SP",12,0,0,0,0
2009,350880,"CAFELANDIA","SP",30,0,0,0,0
2009,350890,"CAIABU","SP",1,0,0,0,0
2009,350900,"CAIEIRAS","SP",213,35,7,2,0
2009,350910,"CAIUA","SP",19,0,1,0,0
2009,350920,"CAJAMAR","SP",350,54,20,0,0
2009,350925,"CAJATI","SP",115,19,0,1,0
2009,350930,"CAJOBI","SP",12,1,0,0,0
2009,350940,"CAJURU","SP",48,3,2,0,0
2009,350945,"CAMPINA DO MONTE ALEGRE","SP",4,0,0,0,0
2009,350950,"CAMPINAS","SP",4184,1197,238,18,572
2009,350960,"CAMPO LIMPO PAULISTA","SP",180,50,1,2,0
2009,350970,"CAMPOS DO JORDAO","SP",128,29,0,0,64
2009,350980,"CAMPOS NOVOS PAULISTA","SP",14,2,0,0,0
2009,350990,"CANANEIA","SP",7,2,0,0,0
2009,350995,"CANAS","SP",11,1,1,0,0
2009,351000,"CANDIDO MOTA","SP",62,1,1,0,0
2009,351010,"CANDIDO RODRIGUES","SP",1,1,0,0,0
2009,351015,"CANITAR","SP",26,3,0,1,0
2009,351020,"CAPAO BONITO","SP",84,13,0,2,0
2009,351030,"CAPELA DO ALTO","SP",64,3,0,0,0
2009,351040,"CAPIVARI","SP",260,25,4,1,122
2009,351050,"CARAGUATATUBA","SP",239,81,1,3,62
2009,351060,"CARAPICUIBA","SP",288,128,12,4,537
2009,351070,"CARDOSO","SP",10,1,0,0,0
2009,351080,"CASA BRANCA","SP",79,7,0,2,0
2009,351090,"CASSIA DOS COQUEIROS","SP",3,0,0,0,0
2009,351100,"CASTILHO","SP",99,8,0,0,0
2009,351110,"CATANDUVA","SP",498,91,4,4,310
2009,351120,"CATIGUA","SP",73,1,0,0,0
2009,351130,"CEDRAL","SP",32,3,0,0,0
2009,351140,"CERQUEIRA CESAR","SP",24,17,0,0,0
2009,351150,"CERQUILHO","SP",201,46,10,1,0
2009,351160,"CESARIO LANGE","SP",31,8,0,2,0
2009,351170,"CHARQUEADA","SP",25,4,0,1,0
2009,351190,"CLEMENTINA","SP",22,0,0,0,0
2009,351200,"COLINA","SP",136,6,2,3,0
2009,351210,"COLOMBIA","SP",71,0,2,0,0
2009,351220,"CONCHAL","SP",107,13,1,0,0
2009,351230,"CONCHAS","SP",15,0,3,0,0
2009,351240,"CORDEIROPOLIS","SP",93,22,1,0,0
2009,351250,"COROADOS","SP",1,0,0,0,0
2009,351260,"CORONEL MACEDO","SP",2,0,0,0,0
2009,351270,"CORUMBATAI","SP",14,2,0,0,0
2009,351280,"COSMOPOLIS","SP",203,42,6,2,50
2009,351290,"COSMORAMA","SP",19,2,0,0,0
2009,351300,"COTIA","SP",554,123,28,4,199
2009,351310,"CRAVINHOS","SP",63,6,0,0,0
2009,351320,"CRISTAIS PAULISTA","SP",9,1,0,0,0
2009,351330,"CRUZALIA","SP",4,0,0,0,0
2009,351340,"CRUZEIRO","SP",785,132,174,1,91
2009,351350,"CUBATAO","SP",720,142,8,3,499
2009,351360,"CUNHA","SP",2,5,0,0,0
2009,351370,"DESCALVADO","SP",63,4,0,1,0
2009,351380,"DIADEMA","SP",2505,429,202,6,714
2009,351385,"DIRCE REIS","SP",6,0,0,0,0
2009,351390,"DIVINOLANDIA","SP",30,3,0,0,0
2009,351400,"DOBRADA","SP",6,2,0,0,0
2009,351410,"DOIS CORREGOS","SP",83,5,0,0,0
2009,351420,"DOLCINOPOLIS","SP",2,0,0,0,0
2009,351430,"DOURADO","SP",22,3,0,0,0
2009,351440,"DRACENA","SP",138,31,0,3,349
2009,351450,"DUARTINA","SP",49,2,0,0,0
2009,351460,"DUMONT","SP",19,1,0,0,0
2009,351470,"ECHAPORA","SP",14,0,0,1,0
2009,351480,"ELDORADO","SP",7,1,0,0,0
2009,351490,"ELIAS FAUSTO","SP",63,7,1,0,0
2009,351492,"ELISIARIO","SP",3,0,0,0,0
2009,351495,"EMBAUBA","SP",4,0,0,0,0
2009,351500,"EMBU","SP",398,81,14,4,0
2009,351510,"EMBU-GUACU","SP",81,19,1,0,0
2009,351512,"EMILIANOPOLIS","SP",0,2,0,0,0
2009,351515,"ENGENHEIRO COELHO","SP",19,2,1,1,0
2009,351518,"ESPIRITO SANTO DO PINHAL","SP",100,18,3,0,119
2009,351519,"ESPIRITO SANTO DO TURVO","SP",24,1,0,0,0
2009,351520,"ESTRELA D OESTE","SP",26,0,0,0,0
2009,351530,"ESTRELA DO NORTE","SP",4,0,0,0,0
2009,351535,"EUCLIDES DA CUNHA PAULISTA","SP",5,0,0,0,0
2009,351540,"FARTURA","SP",5,0,0,0,0
2009,351550,"FERNANDOPOLIS","SP",282,41,3,1,139
2009,351560,"FERNANDO PRESTES","SP",8,0,0,1,0
2009,351565,"FERNAO","SP",1,0,0,0,0
2009,351570,"FERRAZ DE VASCONCELOS","SP",223,44,7,1,0
2009,351580,"FLORA RICA","SP",1,1,0,0,0
2009,351590,"FLOREAL","SP",5,1,0,0,0
2009,351600,"FLORIDA PAULISTA","SP",76,0,0,0,0
2009,351610,"FLORINIA","SP",8,0,1,0,0
2009,351620,"FRANCA","SP",800,278,19,0,423
2009,351630,"FRANCISCO MORATO","SP",132,45,6,1,0
2009,351640,"FRANCO DA ROCHA","SP",162,65,4,1,0
2009,351650,"GABRIEL MONTEIRO","SP",7,4,0,0,0
2009,351660,"GALIA","SP",14,1,0,0,0
2009,351670,"GARCA","SP",112,29,0,1,16
2009,351680,"GASTAO VIDIGAL","SP",5,0,0,0,0
2009,351685,"GAVIAO PEIXOTO","SP",182,8,2,0,0
2009,351690,"GENERAL SALGADO","SP",20,3,0,0,46
2009,351700,"GETULINA","SP",12,3,0,1,0
2009,351710,"GLICERIO","SP",8,2,0,0,0
2009,351720,"GUAICARA","SP",16,3,1,0,0
2009,351730,"GUAIMBE","SP",4,0,0,0,0
2009,351740,"GUAIRA","SP",369,7,1,0,53
2009,351750,"GUAPIACU","SP",68,11,44,0,0
2009,351760,"GUAPIARA","SP",9,2,1,1,0
2009,351770,"GUARA","SP",46,4,0,0,0
2009,351780,"GUARACAI","SP",27,1,0,0,0
2009,351790,"GUARACI","SP",88,0,0,0,0
2009,351800,"GUARANI D OESTE","SP",3,0,0,0,0
2009,351810,"GUARANTA","SP",9,2,0,0,0
2009,351820,"GUARARAPES","SP",211,7,0,0,56
2009,351830,"GUARAREMA","SP",72,25,0,1,0
2009,351840,"GUARATINGUETA","SP",390,102,7,0,73
2009,351850,"GUAREI","SP",15,3,0,0,0
2009,351860,"GUARIBA","SP",58,1,1,0,0
2009,351870,"GUARUJA","SP",541,196,18,3,500
2009,351880,"GUARULHOS","SP",4860,875,217,19,979
2009,351885,"GUATAPARA","SP",9,1,0,0,0
2009,351890,"GUZOLANDIA","SP",4,10,0,2,0
2009,351900,"HERCULANDIA","SP",14,2,0,0,0
2009,351905,"HOLAMBRA","SP",61,21,0,0,0
2009,351907,"HORTOLANDIA","SP",472,88,45,1,230
2009,351910,"IACANGA","SP",44,3,1,0,0
2009,351920,"IACRI","SP",8,1,0,0,0
2009,351925,"IARAS","SP",10,1,0,0,0
2009,351930,"IBATE","SP",111,9,0,1,0
2009,351940,"IBIRA","SP",20,3,1,0,0
2009,351950,"IBIRAREMA","SP",72,2,0,1,0
2009,351960,"IBITINGA","SP",113,20,1,4,78
2009,351970,"IBIUNA","SP",111,28,1,0,0
2009,351980,"ICEM","SP",37,0,0,0,0
2009,351990,"IEPE","SP",13,0,0,0,0
2009,352000,"IGARACU DO TIETE","SP",25,6,0,0,0
2009,352010,"IGARAPAVA","SP",70,4,0,1,1
2009,352020,"IGARATA","SP",12,2,0,1,0
2009,352030,"IGUAPE","SP",13,3,2,0,0
2009,352040,"ILHABELA","SP",34,8,0,0,0
2009,352042,"ILHA COMPRIDA","SP",4,0,0,0,0
2009,352044,"ILHA SOLTEIRA","SP",91,21,7,1,17
2009,352050,"INDAIATUBA","SP",854,297,72,0,140
2009,352060,"INDIANA","SP",1,2,0,0,0
2009,352070,"INDIAPORA","SP",8,0,0,0,0
2009,352080,"INUBIA PAULISTA","SP",12,0,0,0,0
2009,352090,"IPAUSSU","SP",103,6,0,0,0
2009,352100,"IPERO","SP",103,14,1,0,0
2009,352110,"IPEUNA","SP",85,5,1,1,0
2009,352115,"IPIGUA","SP",21,1,5,0,0
2009,352120,"IPORANGA","SP",1,5,0,0,0
2009,352130,"IPUA","SP",72,2,0,0,0
2009,352140,"IRACEMAPOLIS","SP",90,10,0,0,0
2009,352150,"IRAPUA","SP",15,1,0,0,0
2009,352160,"IRAPURU","SP",1,2,0,0,0
2009,352170,"ITABERA","SP",6,4,0,0,0
2009,352180,"ITAI","SP",129,9,0,1,0
2009,352190,"ITAJOBI","SP",30,1,0,0,0
2009,352200,"ITAJU","SP",20,0,0,0,0
2009,352210,"ITANHAEM","SP",119,28,0,0,150
2009,352220,"ITAPECERICA DA SERRA","SP",250,65,8,6,201
2009,352230,"ITAPETININGA","SP",245,57,4,0,409
2009,352240,"ITAPEVA","SP",194,28,1,3,159
2009,352250,"ITAPEVI","SP",281,97,5,1,6
2009,352260,"ITAPIRA","SP",384,89,5,0,135
2009,352265,"ITAPIRAPUA PAULISTA","SP",5,0,0,0,0
2009,352270,"ITAPOLIS","SP",86,5,0,0,44
2009,352280,"ITAPORANGA","SP",13,0,0,0,0
2009,352290,"ITAPUI","SP",100,6,0,0,0
2009,352300,"ITAPURA","SP",3,4,0,0,0
2009,352310,"ITAQUAQUECETUBA","SP",514,113,10,3,221
2009,352320,"ITARARE","SP",83,14,0,1,0
2009,352330,"ITARIRI","SP",11,0,0,0,0
2009,352340,"ITATIBA","SP",857,127,3,3,70
2009,352350,"ITATINGA","SP",54,1,0,1,11
2009,352360,"ITIRAPINA","SP",91,5,0,0,0
2009,352370,"ITIRAPUA","SP",4,0,0,0,0
2009,352380,"ITOBI","SP",4,2,0,0,0
2009,352390,"ITU","SP",1057,201,7,0,229
2009,352400,"ITUPEVA","SP",235,36,2,1,0
2009,352410,"ITUVERAVA","SP",41,9,0,0,275
2009,352420,"JABORANDI","SP",31,0,0,0,0
2009,352430,"JABOTICABAL","SP",90,19,2,1,266
2009,352440,"JACAREI","SP",859,157,40,4,499
2009,352450,"JACI","SP",37,4,0,0,0
2009,352460,"JACUPIRANGA","SP",14,3,4,0,0
2009,352470,"JAGUARIUNA","SP",531,84,15,1,0
2009,352480,"JALES","SP",88,23,0,0,102
2009,352490,"JAMBEIRO","SP",46,2,2,0,0
2009,352500,"JANDIRA","SP",146,55,0,1,0
2009,352510,"JARDINOPOLIS","SP",145,12,0,0,0
2009,352520,"JARINU","SP",235,29,0,0,0
2009,352530,"JAU","SP",311,76,2,3,341
2009,352540,"JERIQUARA","SP",5,0,0,0,0
2009,352550,"JOANOPOLIS","SP",8,3,0,0,0
2009,352560,"JOAO RAMALHO","SP",11,0,0,0,0
2009,352570,"JOSE BONIFACIO","SP",174,13,2,0,45
2009,352580,"JULIO MESQUITA","SP",3,1,0,0,0
2009,352585,"JUMIRIM","SP",25,2,1,0,0
2009,352590,"JUNDIAI","SP",2825,488,106,11,523
2009,352600,"JUNQUEIROPOLIS","SP",146,0,0,0,0
2009,352610,"JUQUIA","SP",14,4,0,1,0
2009,352620,"JUQUITIBA","SP",32,7,0,1,0
2009,352630,"LAGOINHA","SP",6,0,0,0,0
2009,352640,"LARANJAL PAULISTA","SP",105,10,8,0,0
2009,352650,"LAVINIA","SP",6,0,0,0,0
2009,352660,"LAVRINHAS","SP",18,6,0,0,0
2009,352670,"LEME","SP",86,30,0,2,383
2009,352680,"LENCOIS PAULISTA","SP",730,41,2,3,84
2009,352690,"LIMEIRA","SP",1208,227,16,6,451
2009,352700,"LINDOIA","SP",6,2,0,0,0
2009,352710,"LINS","SP",365,28,2,3,238
2009,352720,"LORENA","SP",327,106,1,2,47
2009,352725,"LOURDES","SP",4,0,0,0,0
2009,352730,"LOUVEIRA","SP",343,41,2,0,0
2009,352740,"LUCELIA","SP",202,12,0,0,0
2009,352750,"LUCIANOPOLIS","SP",2,0,0,0,0
2009,352760,"LUIS ANTONIO","SP",97,5,1,0,0
2009,352770,"LUIZIANIA","SP",3,1,0,0,0
2009,352780,"LUPERCIO","SP",7,0,0,0,0
2009,352790,"LUTECIA","SP",3,0,0,0,0
2009,352800,"MACATUBA","SP",109,3,0,0,0
2009,352810,"MACAUBAL","SP",3,2,0,0,0
2009,352820,"MACEDONIA","SP",7,3,0,0,0
2009,352830,"MAGDA","SP",5,1,0,0,0
2009,352840,"MAIRINQUE","SP",142,33,5,2,0
2009,352850,"MAIRIPORA","SP",130,46,4,0,0
2009,352860,"MANDURI","SP",7,7,0,0,0
2009,352870,"MARABA PAULISTA","SP",6,1,0,0,0
2009,352880,"MARACAI","SP",50,3,3,0,0
2009,352885,"MARAPOAMA","SP",9,1,0,0,0
2009,352890,"MARIAPOLIS","SP",2,0,0,0,0
2009,352900,"MARILIA","SP",867,242,4,0,97
2009,352910,"MARINOPOLIS","SP",3,0,0,0,0
2009,352920,"MARTINOPOLIS","SP",39,2,2,0,0
2009,352930,"MATAO","SP",435,95,2,0,150
2009,352940,"MAUA","SP",1419,300,87,3,433
2009,352950,"MENDONCA","SP",50,0,0,0,0
2009,352960,"MERIDIANO","SP",18,4,0,0,0
2009,352965,"MESOPOLIS","SP",0,1,0,0,0
2009,352970,"MIGUELOPOLIS","SP",41,2,0,0,0
2009,352980,"MINEIROS DO TIETE","SP",14,4,0,0,0
2009,352990,"MIRACATU","SP",22,6,0,1,0
2009,353000,"MIRA ESTRELA","SP",1,0,0,0,0
2009,353010,"MIRANDOPOLIS","SP",45,2,1,0,5
2009,353020,"MIRANTE DO PARANAPANEMA","SP",36,1,1,0,0
2009,353030,"MIRASSOL","SP",335,52,0,1,63
2009,353040,"MIRASSOLANDIA","SP",4,0,0,0,0
2009,353050,"MOCOCA","SP",196,33,3,1,14
2009,353060,"MOGI DAS CRUZES","SP",861,189,22,2,503
2009,353070,"MOGI GUACU","SP",864,201,28,6,269
2009,353080,"MOJI MIRIM","SP",468,112,5,1,385
2009,353090,"MOMBUCA","SP",11,1,0,1,0
2009,353100,"MONCOES","SP",15,0,0,0,0
2009,353110,"MONGAGUA","SP",64,12,0,0,0
2009,353120,"MONTE ALEGRE DO SUL","SP",18,5,0,0,0
2009,353130,"MONTE ALTO","SP",133,32,2,2,109
2009,353140,"MONTE APRAZIVEL","SP",103,11,0,0,64
2009,353150,"MONTE AZUL PAULISTA","SP",50,6,1,1,0
